contract,category,gold_present,predicted_present,strict_prediction,json_valid,schema_valid,grounded_evidence,evidence_f1,latency_seconds
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,Renewal Term,False,False,False,True,True,,,0.9149
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.9061
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,Exclusivity,False,False,False,True,True,,,0.9175
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.8975
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,Change Of Control,False,False,False,True,True,,,0.9168
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,Audit Rights,False,False,False,True,True,,,0.9016
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.9185
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.9173
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",Renewal Term,False,False,False,True,True,,,1.0979
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.104
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",Exclusivity,False,False,False,True,True,,,1.1189
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",Termination For Convenience,False,False,False,True,True,,,1.1108
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",Change Of Control,False,False,False,True,True,,,1.1149
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",Audit Rights,False,False,False,True,True,,,1.1091
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",Uncapped Liability,False,False,False,True,True,,,1.1114
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",Cap On Liability,False,False,False,True,True,,,1.1093
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Renewal Term,True,,False,False,False,,0.0,5.7338
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.079
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Exclusivity,False,False,False,True,True,,,1.1146
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.1063
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Change Of Control,False,False,False,True,True,,,1.1081
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Audit Rights,False,False,False,True,True,,,1.1036
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Uncapped Liability,True,False,False,True,True,,0.0,1.0915
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Cap On Liability,True,,False,False,False,,0.0,9.4331
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Renewal Term,False,False,False,True,True,,,1.1502
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1593
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Exclusivity,False,False,False,True,True,,,1.1724
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Termination For Convenience,True,False,False,True,True,,0.0,1.163
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Change Of Control,False,False,False,True,True,,,1.1678
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Audit Rights,False,False,False,True,True,,,1.1667
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.17
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Cap On Liability,True,False,False,True,True,,0.0,1.1649
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Renewal Term,False,False,False,True,True,,,1.159
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1585
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Exclusivity,False,False,False,True,True,,,1.1701
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Termination For Convenience,False,False,False,True,True,,,1.1605
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Change Of Control,True,False,False,True,True,,0.0,1.1696
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Audit Rights,True,False,False,True,True,,0.0,1.118
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Uncapped Liability,False,False,False,True,True,,,1.1673
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Cap On Liability,False,False,False,True,True,,,1.161
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,Renewal Term,False,False,False,True,True,,,1.0838
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0803
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,Exclusivity,True,False,False,True,True,,0.0,1.089
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,Termination For Convenience,True,False,False,True,True,,0.0,1.105
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,Change Of Control,False,False,False,True,True,,,1.0802
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,Audit Rights,False,False,False,True,True,,,1.0777
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,Uncapped Liability,False,False,False,True,True,,,1.0842
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,Cap On Liability,False,False,False,True,True,,,1.0786
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Renewal Term,True,False,False,True,True,,0.0,1.0766
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0722
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Exclusivity,True,False,False,True,True,,0.0,1.1165
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0768
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0828
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Audit Rights,False,False,False,True,True,,,1.0725
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.0756
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Cap On Liability,True,False,False,True,True,,0.0,1.0806
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",Renewal Term,False,False,False,True,True,,,1.0792
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0813
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",Exclusivity,True,False,False,True,True,,0.0,1.0809
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",Termination For Convenience,True,False,False,True,True,,0.0,1.0896
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",Change Of Control,False,False,False,True,True,,,1.0891
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",Audit Rights,False,False,False,True,True,,,1.0798
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",Uncapped Liability,False,False,False,True,True,,,1.0823
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",Cap On Liability,False,False,False,True,True,,,1.0856
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,Renewal Term,False,False,False,True,True,,,1.0888
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.089
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,Exclusivity,False,False,False,True,True,,,1.1126
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,Termination For Convenience,False,False,False,True,True,,,1.0918
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,Change Of Control,True,False,False,True,True,,0.0,1.1126
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,Audit Rights,True,True,True,True,True,True,0.5660377358490566,3.7375
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,Uncapped Liability,False,False,False,True,True,,,1.0888
WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,Cap On Liability,True,True,True,True,True,True,0.21621621621621623,6.5987
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,Renewal Term,False,False,False,True,True,,,1.0698
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0785
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,Exclusivity,False,False,False,True,True,,,1.1087
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0916
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,Change Of Control,False,False,False,True,True,,,1.1108
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,Audit Rights,True,True,True,True,True,True,0.21875,4.6569
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.0751
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,Cap On Liability,False,False,False,True,True,,,1.0837
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Renewal Term,True,False,False,True,True,,0.0,1.1134
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1196
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Exclusivity,True,False,False,True,True,,0.0,1.1645
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Termination For Convenience,True,False,False,True,True,,0.0,1.1188
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Change Of Control,False,False,False,True,True,,,1.1207
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Audit Rights,True,True,True,True,True,True,0.37209302325581395,4.9851
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Uncapped Liability,False,False,False,True,True,,,1.1115
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Cap On Liability,False,False,False,True,True,,,1.1135
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,Renewal Term,False,False,False,True,True,,,0.9696
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.9643
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,Exclusivity,False,False,False,True,True,,,1.0145
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,Termination For Convenience,False,False,False,True,True,,,0.9713
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,Change Of Control,False,False,False,True,True,,,1.0054
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,Audit Rights,False,False,False,True,True,,,0.9635
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,Uncapped Liability,False,False,False,True,True,,,0.9994
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,Cap On Liability,False,False,False,True,True,,,1.0073
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,Renewal Term,False,False,False,True,True,,,1.0436
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.048
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,Exclusivity,False,False,False,True,True,,,1.062
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0522
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0554
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,Audit Rights,False,False,False,True,True,,,1.0533
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,Uncapped Liability,True,False,False,True,True,,0.0,1.0537
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,Cap On Liability,True,True,True,True,True,False,0.30000000000000004,6.2371
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,Renewal Term,True,True,True,True,True,True,1.0,3.0305
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.0466
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,Exclusivity,True,False,False,True,True,,0.0,1.088
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0481
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0549
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,Audit Rights,False,False,False,True,True,,,1.0494
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.0564
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT,Cap On Liability,False,False,False,True,True,,,1.0531
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,Renewal Term,False,False,False,True,True,,,1.1623
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1586
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,Exclusivity,True,True,True,True,True,False,0.3053435114503817,8.0643
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,Termination For Convenience,False,False,False,True,True,,,1.1492
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,Change Of Control,False,False,False,True,True,,,1.1578
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,Audit Rights,False,False,False,True,True,,,1.1589
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,Uncapped Liability,False,False,False,True,True,,,1.16
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,Cap On Liability,False,False,False,True,True,,,1.16
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Renewal Term,True,True,True,True,True,True,1.0,5.4622
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.1006
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Exclusivity,True,True,True,True,True,True,0.8702290076335878,5.8083
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Termination For Convenience,False,False,False,True,True,,,1.1035
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Change Of Control,True,False,False,True,True,,0.0,1.16
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Audit Rights,True,False,False,True,True,,0.0,1.1165
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Uncapped Liability,False,False,False,True,True,,,1.1131
XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Cap On Liability,True,True,True,True,True,True,0.5,4.377
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,Renewal Term,False,False,False,True,True,,,1.0727
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.078
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,Exclusivity,False,False,False,True,True,,,1.1052
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0906
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0937
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,Audit Rights,True,True,True,True,True,True,0.41304347826086957,5.3092
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.0815
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,Cap On Liability,False,False,False,True,True,,,1.0818
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,Renewal Term,False,False,False,True,True,,,1.093
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0904
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,Exclusivity,False,False,False,True,True,,,1.1116
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,Termination For Convenience,True,False,False,True,True,,0.0,1.0912
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,Change Of Control,False,False,False,True,True,,,1.1071
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,Audit Rights,False,False,False,True,True,,,1.0912
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,Uncapped Liability,False,False,False,True,True,,,1.0922
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,Cap On Liability,False,False,False,True,True,,,1.0929
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,Renewal Term,False,False,False,True,True,,,1.1575
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1226
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,Exclusivity,True,True,True,True,True,False,1.0,3.3997
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.1499
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,Change Of Control,False,False,False,True,True,,,1.1609
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,Audit Rights,False,False,False,True,True,,,1.1603
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.1592
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,Cap On Liability,False,False,False,True,True,,,1.1576
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Renewal Term,True,True,True,True,True,True,0.6516853932584269,5.2208
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.1036
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Exclusivity,False,False,False,True,True,,,1.118
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Termination For Convenience,False,False,False,True,True,,,1.1167
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Change Of Control,True,True,True,True,True,True,0.9587628865979382,8.9658
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Audit Rights,True,True,True,True,True,True,0.31111111111111106,5.4559
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Uncapped Liability,True,False,False,True,True,,0.0,1.1006
2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Cap On Liability,True,True,True,True,True,True,1.0,5.0907
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,Renewal Term,False,False,False,True,True,,,0.8324
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.83
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,Exclusivity,False,False,False,True,True,,,0.812
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,Termination For Convenience,False,False,False,True,True,,,0.8248
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,Change Of Control,False,False,False,True,True,,,0.8153
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,Audit Rights,False,False,False,True,True,,,0.8287
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,Uncapped Liability,False,False,False,True,True,,,0.8315
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,Cap On Liability,False,False,False,True,True,,,0.8307
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",Renewal Term,False,False,False,True,True,,,0.841
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.837
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",Exclusivity,False,False,False,True,True,,,0.8574
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",Termination For Convenience,False,False,False,True,True,,,0.843
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",Change Of Control,False,False,False,True,True,,,0.8514
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",Audit Rights,False,False,False,True,True,,,0.8432
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",Uncapped Liability,False,False,False,True,True,,,0.8501
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",Cap On Liability,False,False,False,True,True,,,0.8499
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Renewal Term,False,False,False,True,True,,,1.0967
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1128
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Exclusivity,False,False,False,True,True,,,1.117
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Termination For Convenience,False,False,False,True,True,,,1.1156
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Change Of Control,False,False,False,True,True,,,1.1209
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Audit Rights,False,False,False,True,True,,,1.1114
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Uncapped Liability,False,False,False,True,True,,,1.1143
ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Cap On Liability,False,False,False,True,True,,,1.1128
